belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return,actor,director
,3000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",28005,en,"Tara and Maya are two inseparable friends in India. Their tastes, habits, and hobbies are the same. Years later, the two have matured, but have maintained their friendship. Tara gets married to the local prince, Raj Singh, who soon succeeds the throne as the sole heir. After the marriage, Raj gets bored of Tara and starts seeking another female to satisfy his sexual needs. He notices Maya and is instantly attracted to her. He has her included as one of his courtesans, and is intimate with her. Watch what happens when Tara finds out and the extent she will go to keep her marriage intact.",7.124652,"[{'name': 'Mirabai Films', 'id': 6235}, {'name': 'NDF International', 'id': 6236}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",1996-09-11,4109095.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Kama Sutra - A Tale of Love,5.7,36.0,1996,1.3696983333333332,"['Indira Varma', 'Sarita Choudhury', 'Ramon Tikaram']",Mira Nair
,28000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9403,en,"The auto-biographical story of Howard Stern, the radio-rebel who is now also a TV-personality, an author and a movie star.",10.928417,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Rysher Entertainment', 'id': 11661}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-07,41230799.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Never before has a man done so much with so little.,Private Parts,6.7,106.0,1997,1.4725285357142857,"['Howard Stern', 'Mary McCormack', 'Kelly Bishop']",Betty Thomas
,10000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",27322,en,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friend, talking about love and sex. Then Nina tests the strength of Darius' feelings and sets a chain of romantic complications into motion.",1.251862,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Addis Wechsler Pictures', 'id': 4665}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-14,0.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Get Together. Fall Apart. Start Over.,Love Jones,8.1,12.0,1997,0.0,"['Larenz Tate', 'Nia Long', 'Isaiah Washington']",Theodore Witcher
The Saint Collection,68000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",10003,en,"Ivan Tretiak, Russian Mafia boss who wants to create an oil crisis in Moscow and seize power as a result sends Simon Templar, great international criminal, to England to get a secret formula for cold fusion from U.S. scientist Emma Russell. Templar falls in love with Emma and they try to outwit Tretiak and his guerrillas, hiding from them in Moscow",10.97633,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Mace Neufeld Productions', 'id': 2767}, {'name': 'Rysher Entertainment', 'id': 11661}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-04-03,118063304.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Never reveal your name. Never turn your back. Never surrender your heart.,The Saint,5.9,310.0,1997,1.7362250588235295,"['Val Kilmer', 'Elisabeth Shue', 'Rade Serbedzija']",Phillip Noyce
,35000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",9311,en,"Smilla Jaspersen, half Danish, half Greenlander, attempts to understand the death of a small boy who falls from the roof of her apartment building. Suspecting wrongdoing, Smilla uncovers a trail of clues leading towards a secretive corporation that has made several mysterious expeditions to Greenland. Scenes from the film were shot in Copenhagen and western Greenland. The film was entered into the 47th Berlin International Film Festival, where director Bille August was nominated for the Golden Bear.",3.132331,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Bavaria Film', 'id': 1704}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",1997-02-13,0.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'iu', 'name': ''}]",Released,Some Tracks Should Never Be Uncovered.,Smilla's Sense of Snow,6.6,61.0,1997,0.0,"['Julia Ormond', 'Gabriel Byrne', 'Richard Harris']",Bille August
Barrytown Trilogy,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",11844,en,"Set in ""Barrytown"", a fictitious working-class quarter of Dublin. ""Bimbo"" Reeves gets laid off from his job. With his redundancy, he buys a van and sells fish and chips with his buddy Larry. Due to Ireland's surprising success at the 1990 FIFA World Cup, their business starts off well, but the relationship between the two friends soon becomes strained as Bimbo behaves more like a typical boss.",1.13412,"[{'name': 'Fox Searchlight Pictures', 'id': 43}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1996-05-11,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A comedy About Friends, Family and Fish.",The Van,5.9,15.0,1996,0.0,"['Colm Meaney', ""Donal O'Kelly"", 'Ger Ryan']",Stephen Frears
,10000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",884,en,"After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.",7.540612,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Alliance Communications', 'id': 579}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1996-07-17,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,Love in the dying moments of the twentieth century,Crash,6.5,224.0,1996,0.0,"['James Spader', 'Deborah Kara Unger', 'Holly Hunter']",David Cronenberg
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",49806,en,"Eliza D'Amico thinks her marriage to Louis is going great, until she finds a mysterious love note to her husband. Concerned, she goes to her mother for advice. Eliza, her parents, her sister Jo and Jo's boyfriend all pile into a station wagon, to go to the city to confront Louis with the letter. On the way, the five explore their relations with each other, and meet many interesting people.",9.664735,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-01,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's a family affair,The Daytrippers,6.2,11.0,1996,0.0,"['Stanley Tucci', 'Hope Davis', 'Parker Posey']",Greg Mottola
,45000000.0,"[{'id': 35, 'name': 'Comedy'}]",1624,en,"Fletcher Reede is a fast-talking attorney and habitual liar. When his son Max blows out the candles on his fifth birthday he has just one wish - that his dad will stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest liability.",10.102471,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-21,302710615.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Trust me.,Liar Liar,6.4,1456.0,1997,6.726902555555555,"['Jim Carrey', 'Maura Tierney', 'Cary Elwes']",Tom Shadyac
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",88423,en,A seven-year-old girl adopts a vow of silence in protest when her quarrelsome parents grow increasingly hostile to one another.,0.064705,[],[],1996-03-21,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sometimes silence speaks volumes.,The Quiet Room,5.0,1.0,1996,0.0,"[""Celine O'Leary"", 'Paul Blackwell', 'Chloe Ferguson']",Rolf de Heer
,20000000.0,"[{'id': 18, 'name': 'Drama'}]",16052,en,"In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete.",7.390306,"[{'name': 'Q Productions', 'id': 4729}, {'name': 'Esparza / Katz Productions', 'id': 9313}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-21,60000000.0,127.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Discover the true story of one of America's brightest stars... that faded too soon.,Selena,7.1,115.0,1997,3.0,"['Jennifer Lopez', 'Edward James Olmos', 'Constance Marie']",Gregory Nava
,90000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",4477,en,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",10.675073,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-12,140807547.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.",The Devil's Own,5.9,300.0,1997,1.5645283,"['Harrison Ford', 'Brad Pitt', 'Margaret Colin']",Alan J. Pakula
,32000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",24662,en,"Danny, an ambitious singing/dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.",3.406836,"[{'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'David Kirschner Productions', 'id': 11050}, {'name': 'Turner Feature Animation', 'id': 90511}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-26,3566637.0,75.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,It's a Jungle Out There!,Cats Don't Dance,7.1,25.0,1997,0.11145740625,"['Scott Bakula', 'Jasmine Guy', 'Natalie Cole']",Mark Dindal
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",18423,en,"Can two clueless Georgia homegirls with big hearts -- and even bigger hair -- find happiness, fame and thrills in the swank hills of Beverly? Anything is possible when you are B.A.P.'s. They revive Blakemore's interest for life, and he teaches them to be ""Black American Princesses"" in return.",1.56098,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Island Pictures', 'id': 3492}]",[],1997-03-28,7240837.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,These Pretty Women... Are Clueless!,B.A.P.S.,4.2,13.0,1997,0.0,"['Halle Berry', 'Martin Landau', 'Ian Richardson']",Robert Townsend
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",76996,it,A day in the life of two film-school students trying to find love and another house-mate.,0.915298,[],"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",1996-08-01,0.0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Love and Other Catastrophes,5.8,9.0,1996,0.0,"['Matt Day', 'Matthew Dyktynski', 'Alice Garner']",Emma-Kate Croghan
Power Rangers Collection,10000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",6499,en,"The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias, where only the kindly wizard Lerigot has the key to release him. The hope of victory lies in the Ranger's incredible new Turbo powers and powerful Turbo Zords.",5.436745,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Saban Entertainment', 'id': 2106}, {'name': 'Toei Company', 'id': 9255}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-27,17979739.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Power Is Back!,Turbo: A Power Rangers Movie,4.6,60.0,1997,1.7979739,"['Johnny Yong Bosch', 'Nakia Burrise', 'Jason David Frank']",Shuki Levy
,35000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",50512,en,Anna (Marceau) is a wife and mother who has an affair with the handsome Count Vronsky (Bean). Based on the novel by Tolstoy.,5.660835,"[{'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Studio Trite', 'id': 6453}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-04-04,791830.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In a world of power and privilege, one woman dared to obey her heart.",Anna Karenina,6.4,26.0,1997,0.0226237142857142,"['Sophie Marceau', 'Sean Bean', 'Alfred Molina']",Bernard Rose
,30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",9405,en,He's a one-man arsenal... with enough voltage to rock the free world. They Don't Play by the Rules. You're either on their side...or in their way. America's top counter-terrorist usually works alone...this time he's got company.,5.452961,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Mandalay Entertainment', 'id': 1236}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-04-04,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,America's top counter-terrorist usually works alone... this time he's got company.,Double Team,4.4,163.0,1997,0.0,"['Jean-Claude Van Damme', 'Dennis Rodman', 'Mickey Rourke']",Tsui Hark
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",12723,en,"In the 1950s, brothers Jacey and Doug Holt, who come from the poorer side of their sleepy Midwestern town, vie for the affections of the wealthy, lovely Abbott sisters. Lady-killer Jacey alternates between Eleanor and Alice, wanting simply to break the hearts of rich young women. But sensitive Doug has a real romance with Pamela, which Jacey and the Abbott patriarch, Lloyd, both frown upon.",5.063701,"[{'name': 'Fox 2000 Pictures', 'id': 711}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-04-04,5926128.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When you want it all but can't have it, there's only one way to handle life... invent it.",Inventing the Abbotts,6.4,43.0,1997,0.0,"['Joaquin Phoenix', 'Liv Tyler', 'Jennifer Connelly']",Pat O'Connor
Anaconda Collection,45000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9360,en,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.",14.386089,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Middle Fork Productions', 'id': 3803}, {'name': 'Iguana Producciones', 'id': 11134}, {'name': 'Skylight Cinema Foto Art', 'id': 16387}, {'name': 'St. Tropez Films', 'id': 55532}, {'name': 'Cinema Line Film Corporation', 'id': 55533}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}, {'iso_3166_1': 'PE', 'name': 'Peru'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-04-11,136885767.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,When You Can't Breathe You Can't Scream.,Anaconda,4.8,624.0,1997,3.041905933333333,"['Jennifer Lopez', 'Ice Cube', 'Jon Voight']",Luis Llosa
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",9434,en,"Martin Blank is a freelance hitman who starts to develop a conscience, which causes him to muff a couple of routine assignments. On the advice of his secretary and his psychiatrist, he attends his 10th year High School reunion in Grosse Pointe, Michigan.",7.556814,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Roger Birnbaum Productions', 'id': 961}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-04-11,28084357.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Even a hit man deserves a second shot.,Grosse Pointe Blank,6.9,278.0,1997,0.0,"['John Cusack', 'Minnie Driver', 'Dan Aykroyd']",George Armitage
